,acronym,meaning_wiktionary,meaning_pdf,meaning_any
983,"אתג""ר",,"['אתר גיוס רכב;', 'איתור ותפיסה של גנבי רכב  אתג""ר בצצ""ת ערפ""ד, מקרט""ע, באו""ר אור, תנועה, גוון, רעש; ברק, צורה, צל, תוואי־ לוואי; עקבות, ריח, פרט־נוף־בודד, דיבורים מעטפת, קשר, רוח, טרמי, עשן; בעיות־סביבה אבק ורשף ]\'טרמי\' כותבים כך: תרמי']",True
984,"את""ד",,['אפנון תדר ]ראו גם ]FM'],True
985,"את""ה",,"[""ארכיון לתולדות 'ההגנה'""]",True
986,"אתו""ה",,"['ארגון, תורה והדרכה']",True
987,"את""ז",,['אגד תחזוקה'],True
988,"את""ח",,['אתר תספוקת חטיבתית'],True
989,"את""ט",,['אמצעי תקשוב טקטי'],True
990,"את""י",,['אמצעי תקשוב ייעודי '],True
991,"את""כ",,['אגף התכנון '],True
992,"את""ל",,"['אגף התכנון הלוגיסטי;', 'אגף התמיכה הלוגיסטית ']",True
993,"את""ם",,['אמצעים תת־מימיים'],True
994,"את""ן",,"['אפנון תנופה ]ראו גם ;]AM', 'איתור נפגעים;', 'אגף התנועה ']",True
995,"את""ץ",,"['אמצעי תחבורה וצמ""ה ']",True
996,"את""ק",,"['אתר תספוקת קדמי ]ראו גם ;]FARP', 'אגף התקציבים ;', 'אתר קרקעי;', 'אתר חימוש ותדלוק קדומני']",True
997,"את""ר",,"['אגף התחזוקה והרכש;', 'איסוף, תקיפה ורשת']",True
998,"את""ת",,['איתור תקלה'],True
999,ב/,,"['קידומת למספרו האישי של מפוטר משירות הביטחון או של נפטר', 'קידומת למספר הזהות של עובד צה""ל שפוטר, שהתפטר מעבודתו או שנפטר במהלך עבודתו בצה""ל', 'בשם ']",True
1000,ב',,"['בוחן ;', 'בודק;', 'נקודת ביקורת ] 4-3 : בסימנים מוסכמים – בלי גרש', 'גשר ביילי;', 'בלמ""ס ;', 'בסיס']",True
1001,"ב""א",,"['בקרת אש ]ראו: בק""ש ; ראו גם ;]FC', 'בסיס אנטנה ;', 'בן־אדם;', 'בוגר אוניברסיטה ]תואר אקדמי ראשון המקביל לתואר הלטיני בי־איי ). ])B.A']",True
1002,"בא""א",,['בסיס אחזקה אווירי'],True
1003,"באו""ר",,"['בעיות, סביבה, אבק וריח']",True
1004,"באי""ר",,['בא אחרון יוצא ראשון '],True
1005,"באכ""י",,['בסיס אש כינון ישיר '],True
1006,"באנ""ד",,['בקר אש נייד'],True
1007,"באנ""ח",,['בקר אש נייח'],True
1008,"בא""ף",,['בסיס אימונים פיקודי'],True
1009,"ב""ב",,"['ביקורת בטיחותית ;', 'בעל ברית;', 'בני ברק;', 'ביקור בית']",True
1010,"בב""ד",,['בטיחות בדרכים 38'],True
1011,"בב""ח",,"['בנייה בלתי־חוקית;', 'בדיקות ביטחון חוזרות']",True
1012,"ב""ג",,"['בקרה גזרתית ;', 'בת גלים ;', 'ביקורת גבולות;', 'בן־גוריון;', 'בין־גיוסים']",True
1013,"בג""ח",,['בדיקת גוף חפוזה'],True
1014,"בג""ס",,"['בטיחות, גהות וסביבה']",True
1015,"בג""ע",,['בגדי עבודה'],True
1016,"בג""ץ",,['בית המשפט הגבוה לצדק'],True
1017,"בג""ת",,['בטיחות וגהות בתעסוקה'],True
1018,"ב""ד",,"['בסיס דלק;', 'בית דין']",True
1019,"בד""א",,['בעל דרגות אחרות '],True
1020,"בדהמ""ץ",,['בדיקת היתכנות ודרישה מבצעית'],True
1021,"בד""ך",,['בדיקה כללית'],True
1022,"בד""ץ",,"['בית־דין צבאי ;', 'בית־דין צדק']",True
1023,"בדר""כ",,['בדרך כלל'],True
1024,"בדר""ש",,['בדיקת רישום'],True
1025,"בד""ש",,['בדיקה שבועית'],True
1026,"ב""ה",,"['בדיקת היתכנות ;', 'בסיס הובלה;', 'בעזרת השם;', 'ברוך השם']",True
1027,"בה""ב",,['בסיס הובלה'],True
1028,"בה""ח",,['בסיס החסנה'],True
1029,"בה""ט",,"['בחינה, הדרכה וטיפול ']",True
1030,"בה""כ",,['בניין הכוח'],True
1031,"בהל""ב",,['בית המשפט לביטחון המדינה'],True
1032,"בהל""ג",,['בית הספר להגנת הגבולות'],True
1033,"בה""ס",,"['בסיס הספקה ;', 'ביטחון והסברה']",True
1034,"בה""ק",,['בסיס היערכות קבע '],True
1035,"בו""ב",,"['בחינה וביקורת;', 'בקרה וביקורת 39']",True
1036,"בו""ז",,['בו־זמני'],True
1037,"בו""ם",,"['בקרה ומחשוב;', 'בקרה ומעקב;', 'בדיקה ומיון']",True
1038,"בומ""י",,['בודק מעגל ירי '],True
1039,"ב""ז",,"['בסיס זמן;', ""'ברק זוהר';"", 'ביטול זמן']",True
1040,"בז""ל",,['זיהוי ביומטרי לתושב '],True
1041,"בז""ן",,['בתי זיקוק לנפט'],True
1042,"בח""י",,['בסיס חיל הים '],True
1043,"בחכמ""ה",,"['ביסוס, חשיפה, כינוס, מהלומה, הסתערות הגו: בחוכמה']",True
1044,"בחל""ש",,['בית חולים לשבויים'],True
1045,"בח""ם",,['בחזקת מפקד'],True
1046,"בטח""א",,['ביטחון אזורי '],True
1047,"בטח""ל",,['ביטחון לאומי '],True
1048,"בטח""מ",,['ביטחון מידע'],True
1049,"בטח""ץ",,['ביטחון צבאי '],True
1050,"בט""י",,"[""'בוקר טוב ישראל' ""]",True
1051,"בטכ""ל",,['ביטחון כללי'],True
1052,"בטל""א",,[' לביטוח לאומי '],True
1053,"בטל""ם",,['ביטחון לאומי '],True
1054,"בט""ם",,['במקום טופס מברק'],True
1055,"בטמ""ח",,['ביטחון של משרד החוץ'],True
1056,"בטמ""ר",,['ביטחון מרחבי'],True
1057,"בט""ע",,['בטיחות בעבודה'],True
1058,"בט""ק",,['ביטחון קשר ]המונח התקני: אבטחת תקשורת; ראו COMSEC וגם ]SIGSEC'],True
1059,"בטר""ם",,['בטיחות רשתית מערכתית'],True
1060,"בי""ד",,['בית דין'],True
1061,"ביד""ץ",,['בית דין צבאי'],True
1062,"ביד""ש",,['בית דין שדה'],True
1063,"ביה""ב",,['בית הבראה'],True
1064,"ביה""ח",,['בית החולים '],True
1065,"ביהח""ז",,['בית החזה'],True
1066,"ביה""מ",,['בית המלאכה'],True
1067,"ביה""ץ",,"[""'בית היוצר';"", 'בית הדין הצבאי']",True
1068,"בי""ח",,['בית חולים '],True
1069,"ביח""ר",,['בית חרושת'],True
1070,"בי""ל",,"['בין־לאומי ;', 'בית לחם']",True
1071,"בי""ם",,"['בית מלאכה ;', 'בורר ירי מפקד;', 'בית מערכות']",True
1072,"בימ""ל",,['בית מלאכה '],True
1073,"בימ""ק",,['בית מרקחת '],True
1074,"בימ""ש",,['בית משפט'],True
1075,"בינ""ל",,['בין־לאומי '],True
1076,"ביס""ט",,['בית הספר הטכני'],True
1077,"ביסלא""ח",,"['בית הספר לאימוני חי""ר']",True
1078,"ביסלא""ק",,['בית הספר לאיסוף קרבי '],True
1079,"ביסל""ג",,['בית הספר הלוגיסטי'],True
1080,"ביסל""ם",,['בית הספר לפיתוח המנהיגות'],True
1081,"ביסלנ""ט",,['בית הספר לנון־טית '],True
1082,"ביסל""פ",,['בית הספר לפיקוד 41'],True
1083,"ביסל""ץ",,"['בית הספר לצליחה;', 'בית הספר לצניחה']",True
1084,"ביסמ""ח",,"['בית הספר למחשבים ]יש ההוגים: ביסמ""ח או בסמ""ח']",True
1085,"ביסמ""ש",,['בית הספר למודיעין השדה'],True
1086,"ביסנ""ם",,['בית הספר למקצועות נגד-מטוסים יש ההוגים: בית הספר למקצועות הנון־מם'],True
1087,"ביס""ק",,['בית הספר לקומנדו'],True
1088,"בי""ק",,['בית קברות'],True
1089,"ביקו""ח",,"[""'ביקור חולים' ""]",True
1090,"בית""ר",,['ברית יוסף תרומפלדור ]כיום כותבים: יוסף טרומפלדור'],True
1091,"ב""כ",,['בא כוח'],True
1092,"ב""ך",,"['ביולוגי־כימי, ביולוגיה־כימיה']",True
1093,"בכ""א",,"['בלתי־כשר ארעי ]הגו: בכ""א; יש ההוגים: בית־כף־אלף']",True
1094,"בכ""ד",,['בטיחות כללית ובדרכים'],True
1095,"בכ""ז",,['בלתי־כשיר זמנית'],True
1096,"בכ""ל",,['בדיקת גוף כללית'],True
1097,"בכ""ם",,['בסיס כפוף־מפקדה'],True
1098,"בכ""ת",,['בלתי־כשיר תמידי '],True
1099,"בל""ה",,"['בדיקות לא־הורסות ]הגו: בל""ה; ראו גם ]NDT בליס בליסטיקה']",True
1100,"בל""ל",,['בלתי־לוחמים'],True
1101,"בל""ם",,"['בקשה להצעת מחיר ]ראו גם ;]RFP', 'בין־לאומי מטרי']",True
1102,"בלמ""ז",,['בלתי־מזוהה'],True
1103,"בלנ""ם",,"['בית הספר לניוד מבצעי;', 'בית־ספר לנהיגה מבצעית']",True
1104,"בל""ק",,['ביצוע לוויות קבע'],True
1105,"בלת""ם",,"['בלתי־מתוכנן;', 'בלי תנאי מילואים']",True
1106,"בלת""ן",,['בלתי־נלמד'],True
1107,"בלת""ץ",,['בלתי־צפוי'],True
1108,"בלת""ק",,"['בלתי־קונוונציונלי ]גם ב""ק, בק""ן; \'קונוונציונלי\' בעברית: מוסכמי 42']",True
1109,"ב""מ",,"['בית־מלאכה ]גם בי""ם וגם בימ""ל; 3-1 הגו: בית־מם', 'בן מיעוטים;', 'בסיס משנה;', 'בלתי־מסומן;', 'בוגר מקצועי']",True
1110,"ב""ם",,"['בית־ספר מקצועי;', 'ביטחון מידע ]ראו גם ]Sy']",True
1111,"במ""א",,"['בדיקת מזג אוויר ;', 'בינוי מתקני אחזקה ]שם העצם המדויק: תחזוקה']",True
1112,"במ""ב",,['בית מלאכה בסיסי'],True
1113,"במ""ח",,"['בישול, מאור וחימום;', 'בחינה מחזורית']",True
1114,"במט""ם",,"['בית מלאכה לטורפדות;', 'בית מלאכה לטילים ולמוקשים']",True
1115,"במ""י",,['בגד מגן ייעודי '],True
1116,"במ""ל",,"['בית־מלאכה לשדה;', 'בני משקים לפיקוד']",True
1117,"במל""ד",,['בית המשפט הצבאי בלוד'],True
1118,"במל""ל",,['בסיס מד־מהירות לוע'],True
1119,"במ""ם",,"['ביקורת מחלות מידבקות יש ההוגים: בית־מם־מם', 'ביטחון מידע במחשב;', 'ביטחון מערכות מידע ממוכנות']",True
1120,"במ""ן",,['בימה מתרוממת ניידת'],True
1121,"במנ""ץ",,['בינוי מבצעי'],True
1122,"במ""ס",,"['ביטחון מסכל;', 'בקשת מעבר בסגר']",True
1123,"במ""ע",,['בקרת מערכת '],True
1124,"במ""פ",,"['בלי ממצא פתולוגי ;', 'בגד־מגן פחמי']",True
1125,"במ""ק",,"['בית־מלאכה  קשר;', 'בסיס מבצעים קדמי']",True
1126,"במ""ת",,"['ביטחון מערכות תקשוב;', 'ביטחון מחשבים ותקשורת']",True
1127,"ב""נ",,['בלתי־נקראים'],True
1128,"בנא""ם",,"['בינוי, נכסים, אפסנאות ומשק']",True
1129,"בנ""ז",,['בודד נגד זוג'],True
1130,"בני""ש",,['בן ישיבה '],True
1131,"בנ""ל",,['בין־לאומי '],True
1132,"בנ""ם",,['בלתי־נצפה מראש'],True
1133,"בנמ""ץ",,['בינוי מבצעי'],True
1134,"בנ""ץ",,['בקרת נשק צוללות 43'],True
1135,"ב""ס",,"['בעל סוג;', 'בוגר סוג']",True
1136,"בס""א",,['בסיס אספקה אווירית '],True
1137,"בס""ד",,['בסייעתא דשמייא '],True
1138,"בס""י",,['בסיוע ישיר'],True
1139,"בסנ""ת",,['בסיס נתונים'],True
1140,"בס""צ",,['בסיס ציוד'],True
1141,"בס""ר",,['בית סוהר'],True
1142,"ב""ע",,['ביטול עבודה'],True
1143,"בע""ח",,['בעל חיים'],True
1144,"בע""ם",,['בעירבון מוגבל'],True
1145,"בע""ת",,['בעל התקציב'],True
1146,"ב""פ",,['ביטחון פנים'],True
1147,"בפ""י",,['בדיקת פלגה יומית'],True
1148,"בפ""מ",,['ביטול פקודת מעצר'],True
1149,"ב""צ",,"['בסיס ציוד;', 'בניין צה""ל']",True
1150,"בצ""ג",,['בסיס־ציוד גדודי '],True
1151,"בצ""ה",,"['בסיס ציוד הג""א ']",True
1152,"בצ""ח",,['בסיס־ציוד חילי'],True
1153,"בצ""פ",,['בסיס־ציוד פיקודי'],True
1154,"בצצ""ת",,"['ברק, צל, צורה, תוואי לוואי ']",True
1155,"בצ""ק",,['בוחן  ציוד קשר'],True
1156,"בצ""ר",,['בסיס־ציוד רפואי '],True
1157,"ב""ק",,"['בלתי־קבוע;', 'ביקורת קשר;', 'בלתי־קונוונציונלי ]גם בלת""ק, בק""ן; קונווציונלי\' בעברית: מוסכמי']",True
1158,"בקא""ס",,['בקר איסוף קרבי'],True
1159,"בקב""ש",,['בקבוק שקוף '],True
1160,"בק""ג",,[']חיסון מפני שחפת; ראו: ]BCG 44'],True
1161,"בק""ה",,['בחירת קו התקדמות '],True
1162,"בק""י",,"['בקרת ירי ;', 'בקר יירוט']",True
1163,"בק""כ",,['ביקור כלואים'],True
1164,"בקל""א",,['בקר לוחמה אלקטרונית '],True
1165,"בק""ם",,"['בחינה ראשונית מקצועית;', 'בחינת־קבלה מורחבת;', 'בקרת מתכלים;', 'בדיקת קבלה מוקדמת;', 'ביטחון קשר ומחשבים;', 'בקרת קשר ומחשוב ;', 'בקרת מערכת']",True
1166,"בק""ן",,"['בלתי־קונוונציונלי ]גם בלת""ק, ב""ק; קונוונציונלי\' בעברית: מוסכמי', 'בקרת נשק']",True
1167,"בק""פ",,['בקר קלט־פלט'],True
1168,"בק""ץ",,['בקרת צריח'],True
1169,"בק""ר",,['בטיחות קרקעית'],True
1170,"בק""ש",,"['בקרת אש ]ראו גם ;]FC', 'בקשת שחרור']",True
1171,"בקת""ב",,['בקבוק תבערה'],True
1172,"ב""ר",,"['בינה רשתית ;', 'בדיקת רישום']",True
1173,"ברד""כ",,"[""'ברד כבד' ""]",True
1174,"ברה""מ",,['ברית המועצות'],True
1175,"ברה""ס",,['בריאות הסביבה'],True
1176,"בר""כ",,"[""'ברד כבד' ]ראו: ]JDAM""]",True
1177,"בר""ל",,['בלתי־ראוי לשימוש'],True
1178,"בר""ע",,['בקשת רשות ערעור '],True
1179,"בר""ץ",,['בסיס הרבנות הצבאית'],True
1180,"בר""ק",,"['במ""ם לרשתות ולקצה;', 'בריאות רפואית מתקדמת;', 'בריאות ורפואה קרבית']",True
1181,"ב""ש",,"['ביטחון שדה;', 'ברז שרפה;', 'בלתי־שביץ;', 'באר שבע;', 'בקשות שונות;', 'בית שימוש 45']",True
1182,"בשה""כ",,[' בשם הכתב'],True
1183,"בש""ח",,['ביטחון־שדה חילי'],True
1184,"בש""ט",,"['בוכנה, שרוול, טלטל']",True
1185,"בשמ""ה",,['בקרה ושליטה של מערכות הנדסיות הגו: בוסמה'],True
1186,"בש""ן",,['בטיחות שדה ניסויים'],True
1187,"בשע""ח",,['בשעת חירום'],True
1188,"ב""ת",,"['בסיס תובלה ;', 'ביקורת תקופתית;', 'בריאות תעסוקתית']",True
1189,"בת""א",,['בקר תעבורה אווירית '],True
1190,"בתי""ח",,['בתי חולים'],True
1191,"בת""ל",,['בתשובה לשאלה'],True
1192,"בת""ם",,['בתוקף מ־'],True
1193,"בתמ""ר",,['בית מרקחת '],True
1194,"בתצ""ה",,['בסיס תחזוקת הציוד של חיל ההנדסה בצריפין'],True
1195,"בת""ק",,['בקר תקיפה'],True
1196,"בת""ר",,"['בקר תקיפה ראשי;', 'בקר תרגיל  47']",True
1197,ג/,,"['קידומת למספר האישי של חייל שהתנדב לשירות קבע מוגבל של פחות משנה בתקציב חודשי קבע, בתום שירות החובה שלו, בתקופת שירותו בתנאי קבע )לכיסוי פערים, למשימות מיוחדות וכד']",True
1198,ג',,"['גיס או גיסי ;', 'גבעה או גבעי;', 'גשר גלילים ;', 'גדוד או גדודי;', 'גברים']",True
1199,"ג""א",,"['גילוי אופטרוני;', 'גף אפסנאות']",True
1200,"גא""ג",,['גב אל גב'],True
1201,"גא""ת",,"['גף אספקה תעופתית גב', 'גבעה או גבעי;', 'גברת']",True
